@id,name,addr:street,addr:city,website,phone,amenity,building,municipality,@lat,@lon
373128152,Dimkata Angelov - Gaberot,,,,,school,,,41.4320592,22.0140878
386718936,Библиотека Феткин,,,,,library,,,41.4340077,22.0124363
390431519,Факултет за туризам и угостителство,,,,,university,,,41.1078977,20.8087351
390432729,Григор Прличев,,,,,school,,,41.1138095,20.8059333
390435552,Централна детска градинка,,,,,school,,,41.1133180,20.8057101
470029607,Gradska Biblioteka,,,,,library,,,42.2055718,22.3361557
470029608,Osnovno Uchilishte "Joakim Krchovski" (Partizan),,,,,school,,,42.2057455,22.3356267
470616425,Бели Мурги,,,,,school,,,41.9880653,21.4158375
478708631,ООУ „Дедо Илјо Малешевски“,,,,,school,,,41.7083571,22.8557297
497549499,Детска градинка „23 Август“,,,,,kindergarten,,,41.7059800,22.8538000
534285407,ЦСО Нико Нестор,,,,,school,,,41.1826650,20.6755028
547076356,ОСЕУ "8-ми Септември",,,,,school,,,42.0101321,20.9800652
552781811,ООУ „Свети Климент Охридски“ - Бутел,,,https://www.facebook.com/klimentohridskibutel,,school,,,42.0401876,21.4453940
553868046,Музичко-балетско училиште „Илија Николовски - Луј“,,,,,school,,,41.9983639,21.4355617
738836547,Партенија Зографски,,,,,school,,,41.9825660,21.4363017
774800638,O.U Goce Delcev,,,,,school,,,41.0897292,21.0162785
850990939,о.у. "Гоце Делчев",,,,,school,,,41.9930543,21.5817980
1012252185,Gafurr Luma,,,,,school,,,42.1667974,21.1882299
1207217951,Hristo Uzunov,,,,,school,,,41.1196746,20.8117352
1233405214,Skolata Smojmirovo,,,,,school,,,41.7355541,22.8440574
1272901303,Славчо Стоименски,,,,,school,,,41.8835512,22.5039001
1272901565,Гоце Длчев,,,,,kindergarten,,,41.8841103,22.5054236
1272904495,City Library,,,,,library,,,41.8840704,22.5047369
1357155803,Градинка Мирче Ацев,,,,,kindergarten,,,42.0183708,21.3558666
1378241476,Игротека Робин Худ,,,,,kindergarten,,,41.9824944,21.4357786
1381590834,Дом за Слепи,,,,,school,,,41.9757689,21.4411963
1714557674,ОУ Кочо Рацин Охрид,,,,,school,,,41.1358547,20.8102678
1734530424,Gradinka Mirce Acev,,,,,kindergarten,,,42.0069010,21.3508793
1734604499,ОУ Александар Урдаревски,,,,,school,,,42.0941301,21.3974516
1752188289,ИТ Академија Александрија,,,,,school,,,41.9967522,21.4073092
1790311351,Основно Училиште Видое Подгорец,,,,,school,,,41.3816880,22.8164029
1867248510,Факултет за музичка уметност,,,,,university,,,41.9973091,21.4351329
1919413190,DSU Kosta Susinov,,,,,school,,,41.6363397,22.4672673
1919413196,OU Krste Petkov Misirkov,,,,,school,,,41.6354256,22.4684260
1947769757,ОМУ Ристо Јуруков,,,,,school,,,41.9185555,22.4134704
2068679800,оу Коле Канински,Паца Мирчева,,,,school,,,41.0045387,21.3464495
2077741820,ОУ "Ванчо Китанов",,,,,school,,,41.7624428,22.8835063
2077741901,Детска градинка "7-ми Септември",,,,,kindergarten,,,41.7629450,22.8829109
2377969282,Детска Градинка "Росица",,,,,kindergarten,,,41.1195356,20.7938178
2406043244,Маршал Тито,,,,,school,,,41.4335818,22.6362779
2406044705,Народна гимназија Јане Сандански,,,,,school,,,41.4398906,22.6372536
2406044707,Сандо Масев,,,,,school,,,41.4403410,22.6362846
2406048906,Видое Подгорец,,,,,school,,,41.4368796,22.6408215
2406054227,Никола Вапцаров,,,,,school,,,41.4295445,22.6488595
2406054230,Земјоделско училиште Димитар Влахов,,,,,school,yes,,41.4392441,22.6466275
2472154321,Државен архив на Северна Македонија,,,,,library,,,41.9968185,21.4343486
2535157363,ОУ Димката Ангелов Габерот - Ваташа,,,,,school,,,41.4197860,22.0176814
2535214523,Снежана,,,,,kindergarten,,,41.4252572,22.0143929
2574272018,ПОУ Илинден,Konopnica,Крива Паланка,,,school,,,42.1823051,22.2928534
2574272028,ОУ Илинден,D-r. Nasko Tamburkov,Крива Паланка,,,school,,,42.1967762,22.3242368
2578029425,ПОУ Илинден,А2,Крива Паланка,,,school,,,42.1762925,22.2496006
2759230843,Григор Прличев,,,,,library,,,41.1126552,20.8006399
2893225157,Детска градинка,,,,,kindergarten,,,41.0422962,21.4560704
3084514387,Petta Privatna Gimnazija,,,,,,school,,41.9932077,21.4737230
3098482742,Правен Факултет Св. Климент Охридски,,,,,university,,,41.5109634,20.9595002
3189871864,Elektro-tehnicki fakultet,,,,,university,,,41.6373260,22.4618690
3189877961,Nikola Karev,,,,,school,,,41.6403400,22.4630390
3304397119,Климент Охридски,,,,,,school,,41.1210975,20.7791812
3695988842,Градска Библиотека Илинден,,,,,library,,,41.9663875,22.7729840
3709964622,ОУ Ванчо Прќе,,,,,school,,,41.9669828,22.8027712
3832632320,Медицински Факултет,,,,,university,,,41.9898623,21.4246243
4143960189,Германска читалница,Булевар Гоце Делчев,Cкoпje,,,library,,,41.9981313,21.4393671
4144098289,Американско катче Македонија,Булевар Гоце Делчев,Cкoпje,https://www.acmacedonia.org/,+389 2 3120020,library,,,41.9980573,21.4397823
4161457892,Ванчо Прке,,Виница,http://souvancoprke.gov.mk/,+38933361903,school,,,41.8868911,22.5066167
4234141389,Кочо Рацин,Козара,,,,kindergarten,,,41.9916779,21.4189621
4281387189,SH.F " 25 Maji ",,,,,school,,,42.0126768,21.5104934
4315672830,Градинка Ресен Gradinka,,,,,school,,,41.0872538,21.0124920
4375519490,ДСУ  Никола Карев,Никола Русински,,,,school,,,42.0041882,21.4011992
4379207738,Едукативен центар СОНЦЕ,,,,,school,,,41.9866117,21.4670763
4410665289,ASM,,,,,school,,,42.0069742,21.3831677
4434599189,shkolla e mesme teologjike,,,,,school,,,41.7994281,20.8999313
4502378793,Osnovno uciliste Sabedin Bajrami,101,,,,school,,,41.9415390,20.9270280
4502452989,Osnovno uciliste Sabedin Bajrami,101,,,,school,,,41.9442832,20.9261478
4502463692,Абдил Фрашери,102,,,,school,,,41.9233035,20.9164487
4594261791,ОУ Кирил Пејчиновиќ,,,,,school,,,42.0761881,21.0523475
4658223490,ОУ Кирил и Медодиј,,,,,school,,,42.0279527,21.5133898
4701925194,ООУ Кирил и Методиј,Ораовица,,,,school,,,41.6268908,22.5151443
4708705494,Helen Doron Kapistec,,,,,school,,,41.9914476,21.4174048
4737821726,ПООУ "Гоце Делчев" - Штип  нас. Три Чешми,,,,,school,,,41.7731308,22.1374625
4743172725,Игротека Нодиленд,,,,,kindergarten,,,41.9910446,21.5906610
